"","festival_id","title","sub_title","artist","year","description","genre","latitude","longitude","age_category","ID"
"11","book","Nile Rodgers","THE MAN WHO BROUGHT US DISCO","Irvine Welsh","2012","<p>
	He may be best known for the disco hit Le Freak but Nile Rodgers&rsquo; influence on pop music has been so very much greater than that. Rodgers wrote and produced classics such as Like a Virgin for Madonna, We Are Family for Sister Sledge and David Bowie&rsquo;s bestselling album Let&rsquo;s Dance. He&rsquo;s worked with Mick Jagger, Bob Dylan, Prince and Debbie Harry; he&rsquo;s jammed with Jimi and dined out with Diana. Rodgers, who is a brilliant storyteller, talks to Irvine Welsh in this event recounting the joy and pain of a life at the heart of the pop industry.</p>","Literature",55.951903,-3.206913,"","Irvine Welsh2012"
"12","book","Health and Wellbeing through Literature, Film and Theatre","","Lisa Nicoll","2012","Lisa Nicoll is a successful writer, actress, director and producer and, following extensive research with teenagers, she’s now written a novel for young adults. Leathered addresses some of the issues concerning young people today. In this event she discusses how literature, film and theatre can be used to help young people explore health and wellbeing in a natural and creative way.","Children",55.951903,-3.206913,"","Lisa Nicoll2012"
"13","book","Frances Wilson","THE SINKING OF ONE MAN’S REPUTATION","Frances Wilson","2012","<p>
	Of the many anniversaries in 2012, the centenary of the Titanic&rsquo;s sinking remains the most poignant. Frances Wilson&rsquo;s How To Survive The Titanic turns the spotlight onto J Bruce Ismay, the ship&#39;s owner, who jumped into a lifeboat and rowed to safety. Accused of cowardice, Ismay became the first victim of a press hate-campaign, and here Wilson explores the reasons behind his actions.</p>","Literature",55.951903,-3.206913,"","Frances Wilson2012"
"14","book","L A Weatherly","","L A Weatherly","2012","<p>
	L A Weatherly&rsquo;s brilliant new supernatural series Angel is a stunning read. She has created a world in which angels live. These creatures inspire awe and wonder and people are desperate for the touch of an angel, but what if they are not all they seem? Come and hear her talk about the series, the characters and her research, which has taken her from LA to Mexico City.</p>","Children",55.951903,-3.206913,"AGE 14 - 16","L A Weatherly2012"
"15","book","Oodles of Poodles with Anna Wilson","","Anna Wilson","2012","<p>
	Welcome to the Pooch Parlour where pampered pet salon meets canine detective agency. Anna Wilson is a rare breed because she loves both cats and dogs and she has written many books featuring one or the other. Join her as she introduces her new series, packed with poodle-tastic antics, a cast of eccentric and loveable characters and mysteries to be sniffed out.</p>","Children",55.951903,-3.206913,"AGE 7 - 10","Anna Wilson2012"
"16","book","Jonathan Meres","","Jonathan Meres","2012","<p>
	Former stand-up comedian and author of The World of Norm books, Jonathan Meres is back and this time beware because he may cause irritation and he may produce gas! Yes, he&rsquo;ll tell you about the next two books in what is proving to be a laugh-out-loud series about hapless Norm, who struggles to understand just why EVERYTHING is always so unfair. So far he&rsquo;s been forced to move house and then his awful cousins arrive to stay. Come and find out what&rsquo;s in store in book three.</p>","Children",55.951903,-3.206913,"AGE 8 - 13","Jonathan Meres2012"
"17","book","Dave Cousins & Sara Grant","","Sara Grant","2012","<p>
	Sara Grant&rsquo;s novel Dark Parties is set in a future where the last of humanity live in a domed world and are fed lies to keep them docile. In 15 Days without a Head, Dave Cousins tackles the thorny issue of family breakdown. Both authors are part of The Edge, a group of writers creating cutting edge fiction for teens. Come and hear them talk about their work and influences.</p>","Children",55.951903,-3.206913,"AGE 14 - 16","Sara Grant2012"
"18","book","Jeremy Crang, Edward Spiers & Matthew Strickland","THE DEFINITIVE HISTORY OF MILITARY SCOTLAND","Jeremy Crang","2012","Although Scotland can lay claim to a military history that spans two millennia, the editors of an ambitious new book claim that no work of reference has ever been attempted to date. Jeremy Crang, Edward Spiers and Matthew Strickland are the editors of A Military History of Scotland and they look at everything from battlefield fortifications and archaeology to Scottish military dress and music. Chaired by Sheena McDonald.","Literature",55.951903,-3.206913,"","Jeremy Crang2012"
"19","book","Barnaby Rogerson (Cancelled)","AFRICA REVISITED","Barnaby Rogerson","2012","<p>
	Dunfermline-born Barnaby Rogerson studied Medieval History at St Andrews and has now become a leading travel writer and publisher. Rogerson&rsquo;s particular interest in North Africa has led to the publication of an impressive new history of the region which he discusses in today&rsquo;s event. According to John Julius Norwich, &lsquo;no-one interested in the Maghreb can afford to be without this book.&rsquo; Chaired by Stuart Kelly.</p>
<p>
	Please note: Barnaby Rogerson is no longer able to appear and this event has beeen cancelled.</p>","Literature",55.951903,-3.206913,"","Barnaby Rogerson2012"
"20","book","Magic Carpet Stories","",NA,"2012","The National Museums of Scotland’s Magic Carpet will be flying in to Charlotte Square Gardens to introduce little ones to fantastic stories, songs and activities. Come and be transported to exciting places and meet a host of characters. Tickets admit 1 child and 1 accompanying adult. Adult supervision recommended.","Children",55.951903,-3.206913,"AGE 0 - 3","NA2012"
"21","book","The Raven Mysteries with Marcus Sedgwick","","Marcus Sedgwick","2012","<p>
	Welcome to the goth-froth world of The Raven Mysteries, with Edgar the Raven and the hapless, hopeless, but ultimately harmless Otherhand family &ndash; a cross between the Addams family and the Munsters (you may need to Google the reference if you&rsquo;re under forty!). Marcus Sedgwick brings us Diamonds and Doom, the latest in the series, and some dramatic fun as you meet this unusual, slightly spooky but always very funny family.</p>","Children",55.951903,-3.206913,"AGE 8 - 12","Marcus Sedgwick2012"
"22","book","Kathy Lette","A MAGICAL NOVEL ABOUT A BOY NAMED MERLIN","Kathy Lette","2012","<p>
	The thoroughly outspoken author and commentator Kathy Lette returns with The Boy Who Fell to Earth. The lad in question is Merlin, Lucy&rsquo;s bright, beautiful and autistic son. Struggling with the joys and tribulations of raising her challenging child, Lucy doesn&rsquo;t have room for a man in her life. But when she eventually seeks one out, a new set of problems is unleashed. Chaired by Jackie McGlone.</p>","Literature",55.951903,-3.206913,"","Kathy Lette2012"
"23","book","Scots Rhymes","",NA,"2012","Craigmillar Books for Babies returns with their ever-popular sing-along event stappit fu off Scots rhymes. A lovely, playful half-hour which helps to develop language, rhythm and coordination skills through motion and gesture.","Children",55.951903,-3.206913,"AGE 0 - 3","NA2012"
"24","book","Josh Lacey","","Josh Lacey","2012","<p>
	Josh Lacey, author of The Island of Thieves, Bearkeeper and the Grk books (published under the name Joshua Doder) has travelled to some amazing countries such as India, Italy, Australia and Brazil. Come and hear about his exploits and how his travels have influenced and inspired his writing, especially his latest novel set in Peru and featuring a mysterious manuscript, hidden chests of gold and silver, plundering pirates, majestic galleons and legendary sea voyages.</p>","Children",55.951903,-3.206913,"AGE 7 - 10","Josh Lacey2012"
"25","book","Ian McEwan","THE SPY WHO LOVED ME","Ian McEwan","2012","<p>
	The most gifted British novelist of his generation unveils his new book at the Book Festival. Sweet Tooth tells the story of a woman drawn into intelligence activities, who then falls in love and faces a challenge to maintain the fiction of her undercover life. Ian McEwan&rsquo;s previous bestselling novels include Saturday, On Chesil Beach and the Man Booker Prize-winning Amsterdam.</p>
<p>
	<strong>If you didn&#39;t manage to get tickets to see Ian McEwan at the Book Festival he will also take part in a Q&amp;A session following the screening of The Cement Garden on Thursday 23 August at 6pm at the at the Filmhouse in Lothian Road, Edinburgh. Tickets are available from the <a href=""http://www.filmhousecinema.com/showing/the-cement-garden/"">Filmhouse website </a>or call their box office on 0131 228 2689.</strong></p>","Literature",55.951903,-3.206913,"","Ian McEwan2012"
"26","book","Gerry Hassan & Eric Shaw","WHERE SCOTTISH LABOUR GOES FROM HERE","Gerry Hassan","2012","<p>
	Is the future for the Scottish Labour party as bleak as the title of Gerry Hassan and Eric Shaw&rsquo;s book suggests? The Strange Death Of Labour In Scotland examines the last 30 years of the movement, from the arrival of Thatcherism to the aftermath of the party&rsquo;s defeat in the 2007 elections. It asks questions about the politics of Scotland, and whether the decline of Scottish Labour is irreversible.</p>","Literature",55.951903,-3.206913,"","Gerry Hassan2012"
"27","book","Practical Poetry","","Liz Niven","2012","Join the Scottish Poetry Library to discover how we can inspire young people to write poetry and find the spark for new writing. Liz Niven shares some successful poetry projects where new text has been created and installed around schools and towns. From placemats to ebooks and poets’ chairs to stone dykes, words can appear anywhere. Be refreshed and ready to rock with new ideas.","Children",55.951903,-3.206913,"","Liz Niven2012"
"28","book","Ian Rankin","DEAD GOOD FICTION","Ian Rankin","2012","<p>
	On the 25th anniversary of the first Rebus mystery, Ian Rankin&rsquo;s new crime fighter DI Malcolm Fox is busy making his own mark. In The Impossible Dead, he is looking into a case of police corruption in Kirkcaldy and uncovers a whole lot of other trouble. In this special event, Ian Rankin discusses his latest bestseller as well as his forthcoming novel &ndash; published in November &ndash; whose contents are currently a closely guarded secret.</p>","Literature",55.951903,-3.206913,"","Ian Rankin2012"
"29","book","Alex Gray & Mons Kallentoft","A LIFE OF GRIME","Alex Gray","2012","<p>
	Mons Kallentoft has had Scandic crime fans lapping up his words since his 2000 debut, Pesetas. Single mum Malin Fors is his chosen crime-fighter and in Summertime Death, she tries to piece together the clues when a grisly discovery is made. Closer to home, Alex Gray&#39;s new thriller A Pound Of Flesh has DCI Lorimer investigating not one but two gruesome serial killers loose in Glasgow.</p>","Literature",55.951903,-3.206913,"","Alex Gray2012"
"30","book","Michael Sandel","THE MORAL LIMITS OF THE MARKET","Michael Sandel","2012","<p>
	In What Money Can&#39;t Buy, Michael Sandel examines one of the biggest ethical questions of our time: What is the proper role of markets, and how can we protect the moral and civic goods that markets do not honour and money cannot buy? Sandel is a professor at Harvard, delivering a massively popular course on justice. In 2010, China Newsweek named him the &#39;most influential foreign figure of the year&#39; in China.</p>","Literature",55.951903,-3.206913,"","Michael Sandel2012"
"31","book","Style vs Content","How should authors approach the task of writing a novel today?","Kapka Kassabova","2012","<p>
	What is more important: the content of a novel or the style in which it is written? Ali Smith&rsquo;s novels successfully marry ambitious themes with a variety of confident linguistic styles &ndash; from the deliciously playful to the crashingly simple. Smith addresses today&rsquo;s Conference session about approaches to the construction of the novel today, in an event chaired by Nathan Englander &ndash; whose short pieces have been described by Michael Chabon as &lsquo;masterpieces of short-story art&rsquo;.</p>
<p>
	Visit the Edinburgh World Writers&rsquo; Conference website - <a href=""http://www.edinburghworldwritersconference.org/""><strong>www.edinburghworldwritersconference.org</strong></a> - to watch a live broadcast of this and other conference events and to join in the conversation online. Follow the conference twitter feed: #WorldWritersConf.</p>
<p>
	Supported by the Scottish Government&#39;s Edinburgh Festivals Expo Fund, Creative Scotland, the City of Edinburgh Council and Event Scotland.</p>","Literature",55.951903,-3.206913,"","Kapka Kassabova2012"
"32","book","Andrew Williams & Edward Wilson","THE SPYING GAME","Andrew Williams","2012","<p>
	Andrew Williams&rsquo; The Poison Tide is set in 1915 with German guns heading to Ireland as the British government faces insurrection at home. British spy Sebastian Wolff is tasked with hunting down his country&rsquo;s enemies. The secret agent in Edward Wilson&rsquo;s The Midnight Swimmer has an almighty anti-establishment chip on his shoulder as he is sent to Havana to make some contacts.</p>","Literature",55.951903,-3.206913,"","Andrew Williams2012"
"33","book","Unbound","THE COLOUR ORANGE","Ryan Van Winkle","2012","<p>
	A colourful collaboration of music, spoken word, literature and poetry. Working with the Dutch Foundation for Literature we have brought together artists for readings and performances reflecting the historical and cultural influences that combine to create Dutch culture. From the historical legacy of its empire in South Africa and Indonesia, to the influence of American culture in the 20th century, and the impact of multicultural Europe in the 21st century. Join novelist, Karin Amatmoekrim, acclaimed hip-hop artist, Blaxtar, and Christine Otten, poet and author of the fictional biography of The Ghost Poets, De Laatste Dichters / The Last Poets, the legendary group of Afro-American poets and performers.</p>
<p>
	Our Unbound series of events offer a literary experience like no other. Free and on every night in the Guardian Spiegeltent in Charlotte Square Gardens, anything goes: storytelling, music, performance, poetry, stand-up &ndash; it&rsquo;s a raw, surprising, sometimes emotional ride. Come with an open mind!</p>","Literature",55.951903,-3.206913,"","Ryan Van Winkle2012"
"34","book","Debate: Rethinking Democracy","HAVE WE LOST OUR FAITH IN GOVERNMENT BY THE PEOPLE?","Menzies Campbell","2012","<p>
	It has a near-sacred status in the West, and yet democracy is far from perfect. Why has democracy signally failed to eradicate inequality at a global level? And in democracies, why does it appear that the range and imagination of political ideas is shrinking, and our faith in politicians evaporating? Something is going badly wrong. Radical ideas are welcome in this discussion with the former leader of the Liberal Democrats, Menzies Campbell and Matthew Flinders, author of Defending Politics.</p>","Literature",55.951903,-3.206913,"","Menzies Campbell2012"
"35","book","Curtains Up with Julia Donaldson, Vivian French & Simon Puttock","","Vivian French","2012","<p>
	There are many different ways to tell a story and one is to dramatise your favourite book. This event offers a unique opportunity to work with three leading picture book writers. Working in a group, you help devise a short play from a picture book. At the end, your parents and friends get the chance to watch the final performance. Break a leg! Tickets admit 1 participating child and 2 spectators. The final performance will commence at 11.30am.</p>","Children",55.951903,-3.206913,"AGE 9 - 12","Vivian French2012"
"36","book","Ros Barber & John O'Connell","INSIDE THE MINDS OF CONAN DOYLE AND MARLOWE","Ros Barber","2012","<p>
	Ros Barber&rsquo;s &lsquo;novel in verse&rsquo; gives voice to Christopher Marlowe, allowing him to tell his version of the events that led to his &lsquo;death&rsquo;. John O&rsquo;Connell&rsquo;s The Baskerville Legacy tells of the encounter between Arthur Conan Doyle and Bertram Fletcher Robinson, which led to a writing collaboration that would become The Hound of the Baskervilles. Join the authors to learn how it felt to occupy another author&rsquo;s mind. Chaired by Kirsty Lang, presenter of Front Row on BBC&nbsp;Radio 4.</p>","Literature",55.951903,-3.206913,"","Ros Barber2012"
"37","book","Allan Wilson & Lucy Wood","DISTINCT VOICES IN SHORT FORM","Allan Wilson","2012","<p>
	Lucy Wood&rsquo;s debut short story collection Diving Belles takes us along Cornwall&rsquo;s ancient coast, featuring straying husbands, lonely drivers, a wishing tree, an old white door and sentient houses. Over in Glasgow, Allan Wilson&rsquo;s Wasted in Love charts the relationships of several couples in all their humour, tragedy and joy, as they fall in and out with each other and fight against their everyday problems.</p>","Literature",55.951903,-3.206913,"","Allan Wilson2012"
"38","book","Saul David","SOLDIERING ON","Saul David","2012","<p>
	Saul David&rsquo;s All the King&rsquo;s Men tells the story of &lsquo;the British soldier&rsquo; from the time of Charles II in 1660 to the downfall of Napoleon in 1815, featuring the wars that enabled this country to lay claim as the chief maritime and industrial power at that time. Among the book&rsquo;s cast are the soldier-king William III, generals Marlborough and Wellington and the ordinary British redcoats.</p>","Literature",55.951903,-3.206913,"","Saul David2012"
"39","book","Ruchir Sharma","IN SEARCH OF THE NEXT ECONOMIC MIRACLE","Ruchir Sharma","2012","<p>
	The head of emerging markets at Morgan Stanley, Ruchir Sharma has first hand experience of economies across the world. In his provocative new book, Breakout Nations, Sharma argues that the time-honoured method of watching &#39;global trends&#39; to forecast growth will no longer work. In this event he offers some surprising tips about which countries are the rising stars, and which will be economic flops.</p>","Literature",55.951903,-3.206913,"","Ruchir Sharma2012"
"40","book","Sam Bourne","THE THRILLING TALE OF A PLOT TO CREATE A MASTER RACE","Sam Bourne","2012","<p>
	What did Nazi Germans and left-leaning thinkers such as Bertrand Russell and George Bernard Shaw have in common? One answer is eugenics &ndash; selective breeding for the supposed betterment of the human race. In his latest thriller, Sam Bourne (aka Guardian columnist Jonathan Freedland) spins a propulsive story and a true-life secret project involving the British and US intelligentsia. Chaired by Allan Little.</p>","Literature",55.951903,-3.206913,"","Sam Bourne2012"
"41","book","Unbound","HIGH INFIDELITY","Elizabeth Reeder","2012","<p>
	Bringing a different vice to the Unbound canon, Glasgow-based newcomer Kohl Publishing presents High Infidelity &ndash; an evening celebrating adultery in literary fiction. Featuring new writing, scarlet literature from the past, live music with a sensual twist and wayward trivia, the Kohl girls promise to turn The Guardian Spiegeltent into a den of deviance. Kohl will also unveil an enticing digital peepshow &ndash; a new reading experience of tantalising downloads, showcasing Elizabeth Reeder&rsquo;s Fremont, their brilliant debut novel. Watch out for the scarlet letter for giveaways.</p>
<p>
	Our Unbound series of events offer a literary experience like no other. Free and on every night in the Guardian Spiegeltent in Charlotte Square Gardens, anything goes: storytelling, music, performance, poetry, stand-up &ndash; it&rsquo;s a raw, surprising, sometimes emotional ride. Come with an open mind!</p>","Literature",55.951903,-3.206913,"","Elizabeth Reeder2012"
"42","book","Marcus Sedgwick","","Marcus Sedgwick","2012","<p>
	What would you sacrifice for someone you&rsquo;ve loved forever? Marcus Sedgwick, award-winning writer of teen fiction, has once again created a gripping, beautifully imagined and intricately structured novel. Midwinterblood is a heart-wrenching love story with elements of the Gothic supernatural. Come and hear him talk about his work, and about tales of love and fate.</p>","Children",55.951903,-3.206913,"AGE 12 - 16","Marcus Sedgwick2012"
"43","book","Wilbur Smith","AFRICA, OIL AND A 20 BILLION DOLLAR RANSOM","Wilbur Smith","2012","<p>
	Readers of Wilbur Smith&#39;s stories will need no introduction to a writer whose action-packed African adventures each sell on average 3 million copies worldwide. The man described by Stephen King as simply &#39;the best historical novelist&#39; joins us in Edinburgh for the first time, to discuss his latest thriller, Those in Peril. Chaired by Jackie McGlone.</p>","Literature",55.951903,-3.206913,"","Wilbur Smith2012"
"44","book","Vic Armstrong","MEET THE WORLD'S MOST PROLIFIC STUNTMAN","Vic Armstrong","2012","<p>
	He&#39;s been a body double for James Bond, Indiana Jones and Superman, and he&#39;s in the Guinness Book of Records as the world&#39;s most prolific stuntman. Scotsman Vic Armstrong has brought together a lifetime&#39;s experiences at the sharp end of the movie world in an entertaining autobiography. Join him to hear his amazing stories of working with Schwarzenegger, Connery, Harrison Ford and many more.</p>","Literature",55.951903,-3.206913,"","Vic Armstrong2012"
"45","book","China Miéville","GOING OFF THE RAILS","Patrick Ness","2012","<p>
	China Mi&eacute;ville is often billed as a genre-busting science fiction writer but in truth he&rsquo;s impossible to categorise. With Railsea, Mi&eacute;ville has imagined a post-industrial landscape of small islands, where the sea is not water but a mass of criss-crossing rails. The story takes a young islander across the railsea, and Mi&eacute;ville has created his most enticing and compelling novel to date. He discusses his work with another innovative and critically acclaimed novelist, Patrick Ness.</p>","Literature",55.951903,-3.206913,"","Patrick Ness2012"
"46","book","G J Moffat & Jake Wallis Simons","AVERAGING MORE THAN A THRILL A MINUTE","G J Moffat","2012","<p>
	A lawyer specializing in commercial litigation, Gary &lsquo;G J&rsquo; Moffat has successfully branched out into the pacy contemporary thriller field. His fourth novel, Protection, is his latest, featuring bodyguards Cahill and Finch on the trail of a man accused of killing five families in Denver. Journalist Jake Wallis Simons has dipped his toe into crime fiction with a blistering espionage thriller entitled The Pure.</p>","Literature",55.951903,-3.206913,"","G J Moffat2012"
"47","book","Are You Sitting Comfortably?","","Alyxandra Harvey","2012","<p>
	Join us for a quick, magical dip into the world of words with our free morning events for children of all ages. It might be a story, a poem, songs and rhymes or a reading with one of our Festival authors. A great way to set you up for your Book Festival day. Appearing today: Alyxandra Harvey.</p>","Children",55.951903,-3.206913,"ALL AGES","Alyxandra Harvey2012"
"48","book","Pankaj Mishra (Cancelled)","HOW THE WEST WAS LOST","Pankaj Mishra","2012","<p>
	We commonly think of the Victorian era as an age of progress and enlightenment. But in this eye-opening new book, the respected Indian author and essayist Pankaj Mishra shows that Asians experienced that same period as a catastrophe. Poets and radicals across Asia, he argues, began to formulate radical responses to Western ideas which laid the foundations for everything from the Chinese Communist Party to Al Qaeda. The event will be chaired by Anita Sethi.</p>
<p>
	<strong>Please note: Pankaj Mishra is no longer able to attend and this event has been cancelled.<br />
	</strong></p>","Literature",55.951903,-3.206913,"","Pankaj Mishra2012"
"49","book","James Mayhew","","James Mayhew","2012","<p>
	This is an exciting opportunity to meet one of today&rsquo;s leading picture book writers and illustrators. James Mayhew&rsquo;s popular Katie series was inspired by his love of art and galleries, and the latest book <em>Katie and the Starry Night</em>, explores the art of Vincent Van Gogh. Imagine if paintings really could come alive! What would you ask Van Gogh about his pictures? Come and find out more about this great artist and to hear about Katie&#39;s amazing adventures!</p>","Children",55.951903,-3.206913,"AGE 5 - 8","James Mayhew2012"
"50","book","Liz Lochhead","AN HOUR WITH SCOTLAND'S POET LAUREATE","Liz Lochhead","2012","<p>
	She&#39;s been described by Carol Ann Duffy as &#39;an inspirational presence in British poetry&#39; and her work over the past three decades was formally acknowledged last year when Liz Lochhead was appointed as the new Scottish Makar (poet laureate). In this event Lochhead reads poems from her recently published selection, A Choosing, discussing her work with BBC Scotland&#39;s political editor Brian Taylor.</p>","Literature",55.951903,-3.206913,"","Liz Lochhead2012"
"51","book","Caroline Moorehead","THE RESISTANCE WOMEN WHO SURVIVED AUSCHWITZ","Caroline Moorehead","2012","<p>
	What was life like for the women who were sent to the death camps of Nazi Germany? We are honoured to welcome the biographer Caroline Moorhead to launch her astonishing new book, A Train in Winter. Through interviews with women of the resistance who survived their ordeal in Auschwitz, Moorehead has created a moving, haunting account of ordinary people during the Second World War. Chaired by Jamie Jauncey.</p>","Literature",55.951903,-3.206913,"","Caroline Moorehead2012"
"52","book","David Lammy","LIFE AFTER THE RIOTS","David Lammy","2012","<p>
	London Labour MP David Lammy looks at immigration, work, masculinity, crime and punishment in his wide-ranging Out of the Ashes which analyses where we are now in the context of last summer&rsquo;s rioting. It&rsquo;s part-memoir, part-political essay rooted in the author&rsquo;s hopes and fears for the people on his own patch and for the society we are all helping to shape.</p>","Literature",55.951903,-3.206913,"","David Lammy2012"
"53","book","Guy Bass","","Guy Bass","2012","<p>
	Guy Bass&#39; book series include Stitch Head, Dinkin Dings, Atomic! and Gormy Ruckles. In 2010 he won the Blue Peter Book Award: Most Fun Story with Pictures for Dinkin Dings and the Frightening Things. Join Guy for his hilarious, interactive and very active event combining comedy, chat and lots and lots of books! Just bring your head (with your body attached!) for some riotous, superhero fun.</p>","Children",55.951903,-3.206913,"AGE 7 - 10","Guy Bass2012"
"54","book","Neal Stephenson","REMARKABLE OUTPUT AND DIVERSITY","Christopher Brookmyre","2012","<p>
	In Neal Stephenson&rsquo;s book of essays, Some Remarks, he blends such diverse topics as technology, economics, history, science, pop culture and philosophy, pondering a wealth of subjects, from movies and politics to video games and geekdom. In his latest novel, Reamde, he delivers a high-intensity, action-packed adventure thriller in which an entrepreneur gets caught in the crossfire of his own online war game. Chaired by author Christopher Brookmyre.</p>","Literature",55.951903,-3.206913,"","Christopher Brookmyre2012"
"55","book","Janice Galloway","TEEN SPIRIT","Janice Galloway","2012","<p>
	The Ayrshire author has taken time out of her fictional endeavours to pen the latest instalment of her memoir. All Made Up takes the story into her teenage years and focuses on the morals and ambitions of one small town through the stories of three generations of women. Galloway was struggling to make sense of the changes caused by adolescence, and almost everything began to feel different. Today, she shares her growing pains with the Guardian&rsquo;s Literary Editor, Claire Armitstead.</p>","Literature",55.951903,-3.206913,"","Janice Galloway2012"
"56","book","Caroline Lawrence","","Caroline Lawrence","2012","<p>
	At the end of book seventeen of the Roman Mysteries, Caroline Lawrence introduced us to Threptus, a young beggar boy. In her fun new mystery series, Threptus starts work with his mentor, the soothsayer Floridius, and together they must solve their first case. Come and meet the author and hear more about her brave and funny new hero and his adventures in Ancient Rome.</p>","Children",55.951903,-3.206913,"AGE 8 - 11","Caroline Lawrence2012"
